original_path,new_path,format,loadable_now,size_bytes,notes
TextData/Tables/SelectScene_Fence02Table.csv,data/placement/select/fence_02.csv,csv,불가,210,
TextData/Tables/SelectScene_House01Table.csv,data/placement/select/house_01.csv,csv,불가,210,
TextData/Tables/SelectScene_House02Table.csv,data/placement/select/house_02.csv,csv,불가,209,
TextData/Tables/SelectScene_House03Table.csv,data/placement/select/house_03.csv,csv,불가,207,
TextData/Tables/SelectScene_ObjectTable.csv,data/placement/select/objects.csv,csv,불가,318,
TextData/Tables/SelectScene_Tree01Table.csv,data/placement/select/tree_01.csv,csv,불가,517,
TextData/Tables/SelectScene_Tree02Table.csv,data/placement/select/tree_02.csv,csv,불가,425,
TextData/Tables/TankModelValueTable.csv,data/tanks/tank_model_value.csv,csv,불가,910,
TextData/Tables/TankTable.csv,data/tanks/tank_table.csv,csv,불가,251,
TextData/Transforms/bullet1.srt,data/transforms/bullet_01.srt,srt,불가,48,
TextData/Transforms/bullet2.srt,data/transforms/bullet_02.srt,srt,불가,48,
TextData/Transforms/MainCamera.srt,data/transforms/main_camera.srt,srt,불가,48,
TextData/Transforms/Quad.srt,data/transforms/quad.srt,srt,불가,48,
TextData/Transforms/Sphere.srt,data/transforms/sphere.srt,srt,불가,48,
TextData/Transforms/Tank01_Gun.srt,data/transforms/tank_01_gun.srt,srt,불가,48,
TextData/Transforms/Tank01_Turret.srt,data/transforms/tank_01_turret.srt,srt,불가,48,
TextData/Transforms/Tank02_Gun.srt,data/transforms/tank_02_gun.srt,srt,불가,48,
TextData/Transforms/Tank02_Turret.srt,data/transforms/tank_02_turret.srt,srt,불가,48,
TextData/Transforms/Tank03_Gun.srt,data/transforms/tank_03_gun.srt,srt,불가,48,
TextData/Transforms/Tank03_Turret.srt,data/transforms/tank_03_turret.srt,srt,불가,48,
TextData/Transforms/Tank04_Gun.srt,data/transforms/tank_04_gun.srt,srt,불가,48,
TextData/Transforms/Tank04_Turret.srt,data/transforms/tank_04_turret.srt,srt,불가,48,
Textures/WOT_FX/Accel.png,effects/fx/accel.png,png,가능,233920,
Textures/WOT_FX/ALL_FX.png,effects/fx/all_fx.png,png,가능,3861782,
Textures/WOT_FX/Aurora.png,effects/fx/aurora.png,png,가능,4564,
Textures/WOT_FX/AuroraW.png,effects/fx/aurora_w.png,png,가능,4220,
Textures/WOT_FX/Breath.png,effects/fx/breath.png,png,가능,106398,
Textures/WOT_FX/Dirt.png,effects/fx/dirt.png,png,가능,1898430,
Textures/WOT_FX/Dust.png,effects/fx/dust.png,png,가능,244910,
Textures/WOT_FX/Fire.png,effects/fx/fire_01.png,png,가능,127627,같은 이름의 번호 붙은 파일이 있어 _01 부여
Textures/WOT_FX/Fire2.png,effects/fx/fire_02.png,png,가능,1047366,
Textures/WOT_FX/Firing.png,effects/fx/firing.png,png,가능,277894,
Textures/WOT_FX/Firing_Dust.png,effects/fx/firing_dust.png,png,가능,169808,
Textures/WOT_FX/Hit.png,effects/fx/hit.png,png,가능,21765,
Textures/WOT_FX/Hit_Dust.png,effects/fx/hit_dust.png,png,가능,196415,
Textures/WOT_FX/Tracer.png,effects/fx/tracer.png,png,가능,85741,
Textures/WOT_FX/winter.png,effects/fx/winter.png,png,가능,672124,
Textures/Trail/trail0_DM.png,effects/trail/trail_00_diffuse.png,png,가능,141069,
Textures/Trail/trail1_DM.png,effects/trail/trail_01_diffuse.png,png,가능,136163,
Textures/Trail/trail2_DM.png,effects/trail/trail_02_diffuse.png,png,가능,133383,
Textures/Trail/trail3_DM.png,effects/trail/trail_03_diffuse.png,png,가능,159788,
Textures/Landscape/skyBox.dds,environment/sky_box.dds,dds,미확인,33554552,
Textures/Landscape/Snow_ENV.dds,environment/snow_env.dds,dds,미확인,2097440,
Models/Materials/Bush01/Bush01.mats,models/materials/props/bush_01/bush_01.mats,mats,불가,44,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Bush01/gbushy.mat,models/materials/props/bush_01/gbushy.mat,mat,불가,338,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Bush01/lambert1.mat,models/materials/props/bush_01/lambert_01.mat,mat,불가,340,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Fence01/Fence01.mats,models/materials/props/fence_01/fence_01.mats,mats,불가,48,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Fence01/WoodenFence.mat,models/materials/props/fence_01/wooden_fence.mat,mat,불가,359,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Fence02/EmptyFence.mat,models/materials/props/fence_02/empty_fence.mat,mat,불가,358,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Fence02/Fence02.mats,models/materials/props/fence_02/fence_02.mats,mats,불가,47,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/garage/garage.mats,models/materials/props/garage/garage.mats,mats,불가,149,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/garage/Gate.mat,models/materials/props/garage/gate.mat,mat,불가,340,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/garage/Metal.mat,models/materials/props/garage/metal.mat,mat,불가,345,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/garage/roof.mat,models/materials/props/garage/roof.mat,mat,불가,340,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/garage/wall.mat,models/materials/props/garage/wall.mat,mat,불가,340,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Garage_Gate/Garage_Gate.mats,models/materials/props/garage_gate/garage_gate.mats,mats,불가,45,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Garage_Gate/Gate.mat,models/materials/props/garage_gate/gate.mat,mat,불가,340,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/brick_walls_sides.mat,models/materials/props/house_01/brick_walls_sides.mat,mat,불가,329,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/flower_walls.mat,models/materials/props/house_01/flower_walls.mat,mat,불가,88,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/flowers_door.mat,models/materials/props/house_01/flowers_door.mat,mat,불가,314,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/flowers_roof.mat,models/materials/props/house_01/flowers_roof.mat,mat,불가,88,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/flowers_trims.mat,models/materials/props/house_01/flowers_trims.mat,mat,불가,89,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/flowers_windows.mat,models/materials/props/house_01/flowers_windows.mat,mat,불가,323,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/House01.mats,models/materials/props/house_01/house_01.mats,mats,불가,901,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/House01/marche_attic_floors.mat,models/materials/props/house_01/marche_attic_floors.mat,mat,불가,95,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/marche_attic_walls.mat,models/materials/props/house_01/marche_attic_walls.mat,mat,불가,94,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_door_glass.mat,models/materials/props/house_01/marche_door_glass.mat,mat,불가,319,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_First_Floor.mat,models/materials/props/house_01/marche_first_floor.mat,mat,불가,94,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_First_Floor_Unique.mat,models/materials/props/house_01/marche_first_floor_unique.mat,mat,불가,101,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_Opacity.mat,models/materials/props/house_01/marche_opacity.mat,mat,불가,310,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_Other_Floors.mat,models/materials/props/house_01/marche_other_floors.mat,mat,불가,95,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_Roof.mat,models/materials/props/house_01/marche_roof.mat,mat,불가,87,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_Tiling.mat,models/materials/props/house_01/marche_tiling.mat,mat,불가,313,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_Unique_Windows.mat,models/materials/props/house_01/marche_unique_windows.mat,mat,불가,337,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/Marche_Windowframes.001.mat,models/materials/props/house_01/marche_windowframes.mat,mat,불가,321,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/plank_floors.mat,models/materials/props/house_01/plank_floors.mat,mat,불가,318,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/plaster_walls_short.mat,models/materials/props/house_01/plaster_walls_short.mat,mat,불가,335,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/plaster_walls_tall.mat,models/materials/props/house_01/plaster_walls_tall.mat,mat,불가,332,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/roof_short.mat,models/materials/props/house_01/roof_short.mat,mat,불가,310,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/roof_tall.mat,models/materials/props/house_01/roof_tall.mat,mat,불가,307,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/trims_1D.mat,models/materials/props/house_01/trims_1d.mat,mat,불가,308,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/unique_posters.mat,models/materials/props/house_01/unique_posters.mat,mat,불가,322,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/unique_stone.mat,models/materials/props/house_01/unique_stone.mat,mat,불가,316,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/unique_windows.mat,models/materials/props/house_01/unique_windows.mat,mat,불가,330,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/walls_inside.mat,models/materials/props/house_01/walls_inside.mat,mat,불가,316,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House01/wood_walls.mat,models/materials/props/house_01/wood_walls.mat,mat,불가,310,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/House02.mats,models/materials/props/house_02/house_02.mats,mats,불가,577,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/House02/marche_attic_floors.mat,models/materials/props/house_02/marche_attic_floors.mat,mat,불가,321,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/marche_attic_walls.mat,models/materials/props/house_02/marche_attic_walls.mat,mat,불가,320,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_door_glass.001.mat,models/materials/props/house_02/marche_door_glass.mat,mat,불가,323,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_First_Floor.mat,models/materials/props/house_02/marche_first_floor.mat,mat,불가,312,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_First_Floor_Unique.mat,models/materials/props/house_02/marche_first_floor_unique.mat,mat,불가,319,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_Opacity.001.mat,models/materials/props/house_02/marche_opacity.mat,mat,불가,314,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_Other_Floors.mat,models/materials/props/house_02/marche_other_floors.mat,mat,불가,315,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_Roof.mat,models/materials/props/house_02/marche_roof.mat,mat,불가,303,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_Tiling.001.mat,models/materials/props/house_02/marche_tiling.mat,mat,불가,317,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_Unique_Windows.002.mat,models/materials/props/house_02/marche_unique_windows.mat,mat,불가,341,Blender 자동 번호 .002 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House02/Marche_Windowframes.mat,models/materials/props/house_02/marche_windowframes.mat,mat,불가,317,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/brick_walls_sides.001.mat,models/materials/props/house_03/brick_walls_sides.mat,mat,불가,333,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/flower_walls.mat,models/materials/props/house_03/flower_walls.mat,mat,불가,304,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/flowers_door.001.mat,models/materials/props/house_03/flowers_door.mat,mat,불가,318,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/flowers_roof.mat,models/materials/props/house_03/flowers_roof.mat,mat,불가,304,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/flowers_trims.mat,models/materials/props/house_03/flowers_trims.mat,mat,불가,305,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/flowers_windows.001.mat,models/materials/props/house_03/flowers_windows.mat,mat,불가,327,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/House03.mats,models/materials/props/house_03/house_03.mats,mats,불가,772,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/House03/Marche_door_glass.002.mat,models/materials/props/house_03/marche_door_glass.mat,mat,불가,323,Blender 자동 번호 .002 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/Marche_First_Floor.001.mat,models/materials/props/house_03/marche_first_floor.mat,mat,불가,316,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/Marche_First_Floor_Unique.001.mat,models/materials/props/house_03/marche_first_floor_unique.mat,mat,불가,323,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/Marche_Opacity.002.mat,models/materials/props/house_03/marche_opacity.mat,mat,불가,314,Blender 자동 번호 .002 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/Marche_Unique_Windows.003.mat,models/materials/props/house_03/marche_unique_windows.mat,mat,불가,341,Blender 자동 번호 .003 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/roof_tall.001.mat,models/materials/props/house_03/roof_tall.mat,mat,불가,311,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/unique_posters.001.mat,models/materials/props/house_03/unique_posters.mat,mat,불가,326,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/unique_stone.001.mat,models/materials/props/house_03/unique_stone.mat,mat,불가,320,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/House03/unique_windows.001.mat,models/materials/props/house_03/unique_windows.mat,mat,불가,334,Blender 자동 번호 .001 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tree01/bark1.mat,models/materials/props/tree_01/bark_01.mat,mat,불가,449,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tree01/leaf1.mat,models/materials/props/tree_01/leaf_01.mat,mat,불가,443,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tree01/Tree01.mats,models/materials/props/tree_01/tree_01.mats,mats,불가,78,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tree02/bark1.mat,models/materials/props/tree_02/bark_01.mat,mat,불가,449,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tree02/leaf1.mat,models/materials/props/tree_02/leaf_01.mat,mat,불가,443,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tree02/Tree02.mats,models/materials/props/tree_02/tree_02.mats,mats,불가,78,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank01_Body/Material01.mat,models/materials/tanks/tank_01_body/material_01.mat,mat,불가,496,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank01_Body/Material02.mat,models/materials/tanks/tank_01_body/material_02.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank01_Body/Tank01_Body.mats,models/materials/tanks/tank_01_body/tank_01_body.mats,mats,불가,98,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank01_Gun/Material_0.003.mat,models/materials/tanks/tank_01_gun/material_00.mat,mat,불가,296,Blender 자동 번호 .003 제거; 파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank01_Gun/Material02.mat,models/materials/tanks/tank_01_gun/material_02.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank01_Gun/Tank01_Gun.mats,models/materials/tanks/tank_01_gun/tank_01_gun.mats,mats,불가,50,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank01_Turret/Material_0.mat,models/materials/tanks/tank_01_turret/material_00.mat,mat,불가,86,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank01_Turret/Material_0.001.mat,models/materials/tanks/tank_01_turret/material_00_001.mat,mat,불가,386,파일 내부에 원본 머티리얼 이름 포함; Blender 자동 번호를 지우면 같은 폴더의 다른 파일과 이름이 겹쳐 _001로 유지
Models/Materials/Tank01_Turret/Material02.mat,models/materials/tanks/tank_01_turret/material_02.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank01_Turret/Tank01_Turret.mats,models/materials/tanks/tank_01_turret/tank_01_turret.mats,mats,불가,53,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank02_Body/Material01.mat,models/materials/tanks/tank_02_body/material_01.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank02_Body/Material02.mat,models/materials/tanks/tank_02_body/material_02.mat,mat,불가,496,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank02_Body/Tank02_Body.mats,models/materials/tanks/tank_02_body/tank_02_body.mats,mats,불가,98,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank02_Gun/Material01.mat,models/materials/tanks/tank_02_gun/material_01.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank02_Gun/Tank02_Gun.mats,models/materials/tanks/tank_02_gun/tank_02_gun.mats,mats,불가,50,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank02_Turret/Material01.mat,models/materials/tanks/tank_02_turret/material_01.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank02_Turret/Tank02_Turret.mats,models/materials/tanks/tank_02_turret/tank_02_turret.mats,mats,불가,53,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank03_Body/Material05.mat,models/materials/tanks/tank_03_body/material_05.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank03_Body/Material06.mat,models/materials/tanks/tank_03_body/material_06.mat,mat,불가,496,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank03_Body/Tank03_Body.mats,models/materials/tanks/tank_03_body/tank_03_body.mats,mats,불가,98,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank03_Gun/Material05.mat,models/materials/tanks/tank_03_gun/material_05.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank03_Gun/Tank03_Gun.mats,models/materials/tanks/tank_03_gun/tank_03_gun.mats,mats,불가,50,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank03_Turret/Material05.mat,models/materials/tanks/tank_03_turret/material_05.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank03_Turret/Tank03_Turret.mats,models/materials/tanks/tank_03_turret/tank_03_turret.mats,mats,불가,53,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank04_Body/Material01.mat,models/materials/tanks/tank_04_body/material_01.mat,mat,불가,496,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank04_Body/Material02.mat,models/materials/tanks/tank_04_body/material_02.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank04_Body/Tank04_Body.mats,models/materials/tanks/tank_04_body/tank_04_body.mats,mats,불가,98,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank04_Gun/Material02.mat,models/materials/tanks/tank_04_gun/material_02.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank04_Gun/Tank04_Gun.mats,models/materials/tanks/tank_04_gun/tank_04_gun.mats,mats,불가,50,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Materials/Tank04_Turret/Material02.mat,models/materials/tanks/tank_04_turret/material_02.mat,mat,불가,454,파일 내부에 원본 머티리얼 이름 포함
Models/Materials/Tank04_Turret/Tank04_Turret.mats,models/materials/tanks/tank_04_turret/tank_04_turret.mats,mats,불가,53,파일 내부에 원본 경로(Models/Materials/...) 포함
Models/Meshes/Bush01.mesh,models/meshes/props/bush_01.mesh,mesh,불가,112778,
Models/Meshes/Fence01.mesh,models/meshes/props/fence_01.mesh,mesh,불가,68546,
Models/Meshes/Fence02.mesh,models/meshes/props/fence_02.mesh,mesh,불가,47002,
Models/Meshes/garage.mesh,models/meshes/props/garage.mesh,mesh,불가,1515082,
Models/Meshes/Garage_Gate.mesh,models/meshes/props/garage_gate.mesh,mesh,불가,12594,
Models/Meshes/House01.mesh,models/meshes/props/house_01.mesh,mesh,불가,624632,
Models/Meshes/House02.mesh,models/meshes/props/house_02.mesh,mesh,불가,794004,
Models/Meshes/House03.mesh,models/meshes/props/house_03.mesh,mesh,불가,362920,
Models/Meshes/Tree01.mesh,models/meshes/props/tree_01.mesh,mesh,불가,228516,
Models/Meshes/Tree02.mesh,models/meshes/props/tree_02.mesh,mesh,불가,561736,
Models/Meshes/Tank01_Body.mesh,models/meshes/tanks/tank_01_body.mesh,mesh,불가,788113,
Models/Meshes/Tank01_Caterpillar.mesh,models/meshes/tanks/tank_01_caterpillar.mesh,mesh,불가,325080,
Models/Meshes/Tank01_Chassis.mesh,models/meshes/tanks/tank_01_chassis.mesh,mesh,불가,969148,
Models/Meshes/Tank01_Gun.mesh,models/meshes/tanks/tank_01_gun.mesh,mesh,불가,33006,
Models/Meshes/Tank01_Hull.mesh,models/meshes/tanks/tank_01_hull.mesh,mesh,불가,553354,
Models/Meshes/Tank01_Turret.mesh,models/meshes/tanks/tank_01_turret.mesh,mesh,불가,102126,
Models/Meshes/Tank02_Body.mesh,models/meshes/tanks/tank_02_body.mesh,mesh,불가,812920,
Models/Meshes/Tank02_Gun.mesh,models/meshes/tanks/tank_02_gun.mesh,mesh,불가,51712,
Models/Meshes/Tank02_Turret.mesh,models/meshes/tanks/tank_02_turret.mesh,mesh,불가,107128,
Models/Meshes/Tank03_Body.mesh,models/meshes/tanks/tank_03_body.mesh,mesh,불가,702678,
Models/Meshes/Tank03_Gun.mesh,models/meshes/tanks/tank_03_gun.mesh,mesh,불가,33960,
Models/Meshes/Tank03_Turret.mesh,models/meshes/tanks/tank_03_turret.mesh,mesh,불가,169600,
Models/Meshes/Tank04_Body.mesh,models/meshes/tanks/tank_04_body.mesh,mesh,불가,942313,
Models/Meshes/Tank04_Gun.mesh,models/meshes/tanks/tank_04_gun.mesh,mesh,불가,46046,
Models/Meshes/Tank04_Turret.mesh,models/meshes/tanks/tank_04_turret.mesh,mesh,불가,405274,
Textures/Model/Fences/Fence01_DM.png,models/textures/props/fences/fence_01_diffuse.png,png,가능,26175200,
Textures/Model/Fences/Fence01_NM.png,models/textures/props/fences/fence_01_normal.png,png,가능,9196174,
Textures/Model/Fences/Fence02_DM.png,models/textures/props/fences/fence_02_diffuse.png,png,가능,17195390,
Textures/Model/Fences/Fence02_NM.png,models/textures/props/fences/fence_02_normal.png,png,가능,5963833,
Textures/Model/Garage/Gate_DM.png,models/textures/props/garage/gate_diffuse.png,png,가능,1567603,
Textures/Model/Garage/Gate_NM.png,models/textures/props/garage/gate_normal.png,png,가능,2448376,
Textures/Model/Garage/Metal_DM.png,models/textures/props/garage/metal_diffuse.png,png,가능,1362936,
Textures/Model/Garage/Metal_NM.png,models/textures/props/garage/metal_normal.png,png,가능,3001815,
Textures/Model/Garage/Roof_DM.png,models/textures/props/garage/roof_diffuse.png,png,가능,4929493,
Textures/Model/Garage/Roof_NM.png,models/textures/props/garage/roof_normal.png,png,가능,4672992,
Textures/Model/Garage/Wall_DM.png,models/textures/props/garage/wall_diffuse.png,png,가능,5027670,
